,rating,genre,year,score,votes,budget,gross,runtime,month,continent
961,PG_13,Drama,2013,5.7,36000.0,35000000.0,17056265.0,106.0,August,North_America
962,R,Action,1989,5.4,3300.0,16000000.0,9015164.0,106.0,June,North_America
963,PG_13,Crime,2018,7.5,33000.0,23000000.0,34934009.0,133.0,October,North_America
964,R,Action,1989,6.4,9100.0,18000000.0,10647219.0,108.0,August,North_America
965,PG,Comedy,1990,5.6,4200.0,25000000.0,6939946.0,95.0,December,North_America
966,PG_13,Action,1998,6.8,173000.0,95000000.0,250288523.0,136.0,July,North_America
967,R,Action,2002,7.2,133000.0,75000000.0,115374915.0,138.0,March,North_America
968,R,Action,2018,6.5,121000.0,28000000.0,78130625.0,100.0,June,North_America
969,R,Comedy,1999,6.2,41000.0,25000000.0,4152230.0,92.0,April,North_America
970,R,Action,1983,6.6,42000.0,22000000.0,67642693.0,117.0,December,North_America
971,G,Adventure,2006,6.3,39000.0,85000000.0,148963822.0,97.0,December,North_America
972,PG,Crime,1984,7.2,9300.0,6000000.0,21821347.0,101.0,November,North_America
973,R,Drama,1995,7.5,117000.0,3600000.0,32029928.0,111.0,February,North_America
974,PG_13,Drama,2000,7.3,396000.0,75000000.0,248118121.0,106.0,November,North_America
975,PG_13,Drama,2010,6.3,142000.0,25000000.0,114984666.0,108.0,February,North_America
976,R,Drama,2009,7.2,228000.0,25000000.0,27639579.0,111.0,November,North_America
977,R,Horror,2013,6.5,120000.0,5000000.0,44459951.0,104.0,April,North_America
978,R,Mystery,2010,8.2,1200000.0,80000000.0,294805697.0,138.0,February,North_America
979,R,Action,1986,5.6,19000.0,12000000.0,17768900.0,125.0,February,North_America
980,Not_Rated,Drama,2013,7.2,115000.0,50000.0,139745.0,89.0,August,North_America
981,R,Comedy,2011,7.3,83000.0,6000000.0,19561904.0,96.0,July,Europe
982,R,Drama,1998,8.6,1300000.0,70000000.0,482349603.0,169.0,July,North_America
983,R,Horror,2002,5.5,96000.0,20000000.0,68349884.0,91.0,October,North_America
984,PG_13,Action,2006,7.3,668000.0,225000000.0,1066179747.0,151.0,July,North_America
985,R,Drama,1985,6.5,14000.0,15000000.0,40491165.0,108.0,October,North_America
986,R,Fantasy,1997,6.0,9900.0,1000000.0,125397.0,94.0,February,North_America
987,PG_13,Action,2017,7.4,600000.0,149000000.0,822824522.0,141.0,June,North_America
988,PG_13,Adventure,2014,8.6,1600000.0,165000000.0,701729206.0,169.0,November,North_America
989,R,Drama,1983,3.0,938.0,5000000.0,1223200.0,92.0,September,North_America
990,R,Action,2018,6.6,173000.0,69000000.0,151572634.0,140.0,March,North_America
991,PG,Comedy,1989,5.5,1200.0,4000000.0,43671.0,93.0,November,North_America
992,R,Comedy,1989,6.1,4200.0,9000000.0,19674852.0,101.0,March,North_America
993,PG,Action,2004,3.7,35000.0,50000000.0,71992655.0,93.0,June,North_America
994,PG_13,Comedy,1990,6.2,1700.0,11000000.0,1794001.0,107.0,November,North_America
995,Not_Rated,Horror,2018,6.5,68000.0,6000000.0,1555203.0,121.0,September,Europe
996,PG_13,Comedy,1995,6.7,25000.0,25000000.0,71518503.0,101.0,December,North_America
997,PG_13,Drama,2008,7.1,233000.0,75000000.0,201545517.0,121.0,December,North_America
998,R,Comedy,1981,6.9,47000.0,11000000.0,31672907.0,92.0,June,North_America
999,PG,Adventure,1992,6.2,11000.0,25000000.0,10736401.0,88.0,August,North_America
1000,R,Crime,1993,5.9,4300.0,10000000.0,18225518.0,123.0,February,North_America
1001,PG_13,Action,2017,6.5,168000.0,177200000.0,225973340.0,136.0,July,Europe
1002,R,Comedy,2002,5.9,83000.0,60000000.0,55003135.0,96.0,December,North_America
1003,PG_13,Action,2000,6.6,79000.0,62000000.0,127666415.0,116.0,April,Europe
1004,PG,Adventure,2015,6.3,83000.0,58000000.0,158261424.0,103.0,October,North_America
1005,PG_13,Biography,2015,7.4,88000.0,23000000.0,46152800.0,106.0,February,Europe
1006,PG_13,Comedy,2005,6.6,68000.0,30000000.0,42886719.0,107.0,April,North_America
1007,PG_13,Biography,2018,7.3,176000.0,59000000.0,105713218.0,141.0,October,North_America
1008,PG_13,Comedy,1986,7.8,330000.0,6000000.0,70720215.0,103.0,June,North_America
1009,R,Drama,1996,8.0,89000.0,1000000.0,24444121.0,135.0,March,North_America
1010,PG,Animation,2011,5.4,32000.0,63000000.0,183954145.0,95.0,April,North_America
1011,R,Action,1994,6.4,4700.0,20000000.0,305070.0,107.0,September,North_America
1012,PG,Adventure,1989,6.1,14000.0,6000000.0,14278900.0,100.0,December,North_America
1013,R,Action,2019,5.2,82000.0,50000000.0,55065289.0,120.0,April,North_America
1014,PG,Action,1983,6.3,11000.0,5000000.0,12232628.0,107.0,April,North_America
1015,PG_13,Comedy,2009,7.7,483000.0,7500000.0,60800444.0,95.0,August,North_America
1016,PG_13,Comedy,1998,6.6,61000.0,35000000.0,40263020.0,112.0,February,North_America
1017,PG,Comedy,1987,6.0,32000.0,10000000.0,49998613.0,110.0,June,North_America
1018,R,Action,2013,6.3,135000.0,45000000.0,48330757.0,107.0,January,North_America
1019,PG,Animation,2011,7.2,245000.0,135000000.0,245724603.0,107.0,March,North_America
1020,PG,Comedy,1982,4.4,34000.0,13200000.0,15171476.0,115.0,June,North_America
1021,PG,Adventure,1994,4.5,13000.0,40000000.0,7182747.0,87.0,July,North_America
1022,PG,Adventure,1988,5.7,3900.0,18000000.0,1883811.0,99.0,August,North_America
1023,PG,Comedy,1990,5.4,29000.0,10000000.0,72270891.0,81.0,July,North_America
1024,PG,Animation,2005,6.3,137000.0,75000000.0,262511490.0,91.0,March,North_America
1025,PG_13,Comedy,2010,3.4,47000.0,20000000.0,80547866.0,82.0,August,North_America
1026,PG_13,Action,1990,6.2,140000.0,15000000.0,201957688.0,111.0,December,North_America
1027,G,Animation,2004,6.6,185000.0,165000000.0,314215454.0,100.0,November,North_America
1028,R,Drama,2001,6.1,5100.0,30000000.0,1198113.0,118.0,December,North_America
1029,R,Action,2005,2.9,34000.0,25000000.0,3650275.0,95.0,January,Europe
1030,PG_13,Comedy,1986,6.1,32000.0,2000000.0,13167232.0,86.0,April,North_America
1031,R,Drama,2011,7.5,142000.0,7000000.0,9232318.0,112.0,October,Europe
1032,R,Comedy,2012,3.7,41000.0,5000000.0,8518634.0,83.0,July,North_America
1033,R,Comedy,1994,7.4,36000.0,20000000.0,13383747.0,98.0,February,North_America
1034,PG,Drama,2014,4.7,41000.0,2000000.0,64676349.0,113.0,March,North_America
1035,R,Action,1992,5.5,7200.0,10000000.0,40227006.0,89.0,July,North_America
1036,R,Horror,1999,6.2,66000.0,29000000.0,89446268.0,103.0,September,North_America
1037,R,Drama,1987,6.7,8600.0,27000000.0,7393346.0,143.0,February,North_America
1038,PG_13,Action,2006,6.7,491000.0,210000000.0,460435291.0,104.0,May,North_America
1039,PG,Fantasy,1980,5.3,12000.0,20000000.0,22762571.0,96.0,August,North_America
1040,R,Adventure,2012,5.3,22000.0,20000000.0,713616.0,102.0,August,Europe
1041,PG_13,Drama,2019,7.2,51000.0,7000000.0,91527795.0,116.0,March,North_America
1042,PG_13,Comedy,2013,6.8,223000.0,35000000.0,116980662.0,98.0,February,North_America
1043,R,Comedy,1980,7.3,108000.0,6000000.0,39846344.0,98.0,July,North_America
1044,R,Action,1997,7.2,7700.0,25000000.0,13130349.0,140.0,February,North_America
1045,R,Adventure,2001,6.1,105000.0,57000000.0,147845033.0,123.0,March,North_America
1046,PG_13,Action,2014,6.0,162000.0,140000000.0,268175631.0,150.0,December,Europe
1047,R,Action,2013,7.1,335000.0,39200000.0,86758912.0,126.0,July,Asia
1048,R,Drama,1982,7.0,52000.0,7500000.0,129795554.0,124.0,August,North_America
1049,PG,Drama,2011,7.5,310000.0,150000000.0,185770310.0,126.0,November,Europe
1050,PG_13,Action,2014,8.0,1100000.0,170000000.0,773350147.0,121.0,August,North_America
1051,PG_13,Biography,2014,7.0,88000.0,10000000.0,29253166.0,106.0,December,North_America
1052,R,Action,2011,6.7,102000.0,13000000.0,6206022.0,88.0,May,Europe
1053,R,Drama,2019,5.4,38000.0,25000000.0,14454622.0,106.0,January,Europe
1054,PG_13,Animation,2009,7.1,135000.0,30000000.0,48428063.0,79.0,September,North_America
1055,PG_13,Comedy,2004,6.8,335000.0,75000000.0,198520934.0,99.0,February,North_America
1056,R,Action,1994,7.6,170000.0,23000000.0,50693129.0,102.0,May,North_America
1057,PG,Drama,2005,6.8,12000.0,32000000.0,38741732.0,106.0,October,North_America
1058,G,Animation,2008,7.7,131000.0,34000000.0,204826668.0,101.0,August,Asia
1059,R,Horror,2014,5.7,23000.0,1500000.0,4381603.0,100.0,June,North_America
1060,R,Crime,2003,6.2,133000.0,9500000.0,107363905.0,98.0,October,North_America
1061,PG,Comedy,2009,5.3,37000.0,35000000.0,96753696.0,88.0,November,North_America
1062,PG_13,Biography,2005,7.8,53000.0,25000000.0,18299138.0,127.0,March,Oceania
1063,PG_13,Action,2011,8.1,445000.0,25000000.0,23308615.0,140.0,September,North_America
1064,PG_13,Comedy,1995,6.6,12000.0,20000000.0,17519169.0,103.0,November,North_America
1065,PG,Biography,2017,6.1,12000.0,6400000.0,6724365.0,105.0,June,Europe
1066,PG_13,Action,2014,6.0,149000.0,100000000.0,244819862.0,98.0,July,North_America
1067,R,Action,1985,6.9,14000.0,24000000.0,18707466.0,134.0,August,North_America
1068,R,Drama,2006,6.7,100000.0,110000000.0,100266865.0,167.0,December,North_America
1069,R,Action,2009,6.7,146000.0,33000000.0,20648328.0,108.0,September,Europe
1070,PG,Adventure,2007,4.8,15000.0,45000000.0,31852619.0,99.0,October,North_America
1071,R,Comedy,1996,7.2,77000.0,200000.0,4555020.0,96.0,April,North_America
1072,PG_13,Comedy,1989,6.5,13000.0,15000000.0,28890240.0,113.0,April,North_America
1073,R,Action,1995,6.3,79000.0,50000000.0,30303072.0,132.0,October,Europe
1074,R,Action,2006,6.7,140000.0,17000000.0,57232879.0,108.0,January,Europe
1075,PG_13,Biography,1993,6.5,23000.0,15000000.0,19885552.0,109.0,March,North_America
1076,R,Drama,1999,6.8,8900.0,36000000.0,2986932.0,132.0,January,North_America
1077,PG_13,Biography,1997,6.8,7000.0,8000000.0,589304.0,106.0,January,North_America
1078,PG,Comedy,2011,5.2,59000.0,80000000.0,169852759.0,102.0,July,North_America
1079,PG_13,Biography,2018,7.1,31000.0,20000000.0,38755900.0,120.0,January,North_America
1080,R,Action,1987,5.0,3600.0,4000000.0,800000.0,87.0,March,Europe
1081,PG_13,Comedy,2001,5.3,78000.0,35000000.0,94728529.0,103.0,January,Europe
1082,G,Animation,1995,6.9,48000.0,18000000.0,35348597.0,78.0,April,North_America
1083,PG,Animation,2018,7.8,24000.0,8500000.0,115757940.0,100.0,January,Asia
1084,PG_13,Action,1990,6.9,21000.0,20000000.0,21413105.0,119.0,October,Oceania
1085,R,Crime,1985,7.4,89000.0,12000000.0,68706993.0,112.0,February,North_America
1086,R,Drama,2009,7.8,342000.0,5000000.0,9760107.0,97.0,July,Europe
1087,G,Animation,2004,5.4,822.0,70000.0,3255426.0,74.0,April,North_America
1088,PG,Comedy,1988,5.4,21000.0,10000000.0,3916303.0,100.0,May,Europe
1089,PG_13,Drama,1999,6.5,22000.0,25000000.0,10115013.0,100.0,August,North_America
1090,R,Crime,1991,6.0,8600.0,23000000.0,20246790.0,104.0,July,North_America
1091,R,Action,1985,6.5,11000.0,8000000.0,7562164.0,115.0,February,North_America
1092,PG_13,Comedy,2018,3.8,33000.0,42000000.0,40466970.0,90.0,December,North_America
1093,R,Crime,1997,6.9,51000.0,36000000.0,50159144.0,93.0,May,North_America
1094,PG_13,Comedy,2013,7.4,143000.0,5000000.0,26474920.0,103.0,July,North_America
1095,R,Comedy,1988,5.8,19000.0,6200000.0,9205924.0,89.0,January,North_America
1096,PG,Horror,1983,4.1,6000.0,6000000.0,6333135.0,105.0,November,North_America
1097,G,Animation,1985,5.7,5200.0,2000000.0,22934622.0,77.0,March,North_America
1098,R,Drama,1997,6.8,5200.0,16000000.0,2007100.0,122.0,April,Oceania
1099,PG_13,Action,2009,7.6,596000.0,90000000.0,524028679.0,128.0,December,North_America
1100,R,Biography,1980,8.2,330000.0,18000000.0,23402427.0,129.0,December,North_America
1101,R,Drama,1995,6.9,9200.0,11000000.0,2844379.0,123.0,January,North_America
1102,R,Animation,2006,7.1,108000.0,8700000.0,7659918.0,100.0,July,North_America
1103,R,Comedy,1992,7.0,11000.0,5000000.0,4058564.0,101.0,December,Europe
1104,R,Thriller,1990,6.4,19000.0,18000000.0,44926706.0,102.0,September,North_America
1105,R,Biography,2010,6.5,47000.0,10000000.0,4681651.0,106.0,April,North_America
1106,PG_13,Drama,2009,5.0,31000.0,20000000.0,73830347.0,108.0,April,North_America
1107,PG,Action,1990,7.6,186000.0,30000000.0,200512643.0,135.0,March,North_America
1108,PG_13,Action,2004,6.3,162000.0,120000000.0,203567857.0,126.0,July,North_America
1109,PG_13,Action,2020,7.4,387000.0,205000000.0,363656624.0,150.0,September,North_America
1110,R,Action,1994,6.1,19000.0,20000000.0,15339030.0,118.0,April,North_America
1111,R,Action,2010,6.3,26000.0,42000000.0,11103434.0,100.0,December,Oceania
1112,PG,Animation,2010,6.9,80000.0,80000000.0,140073390.0,97.0,September,North_America
1113,R,Horror,1983,7.2,86000.0,5952000.0,2120439.0,87.0,February,North_America
1114,PG,Comedy,1982,7.8,94000.0,20000000.0,2536242.0,109.0,February,North_America
1115,R,Action,2017,8.1,674000.0,97000000.0,619179950.0,137.0,March,North_America
1116,R,Drama,1995,6.6,56000.0,20000000.0,32051917.0,123.0,October,North_America
1117,PG_13,Comedy,2010,6.5,126000.0,38000000.0,105734416.0,114.0,October,North_America
1118,R,Biography,2005,7.3,128000.0,7000000.0,49327405.0,114.0,February,North_America
1119,R,Comedy,1997,6.4,35000.0,12000000.0,4366722.0,103.0,October,Europe
1120,PG_13,Comedy,2012,5.2,9700.0,16000000.0,92748.0,92.0,November,North_America
1121,R,Action,1996,3.4,26000.0,9000000.0,3793614.0,98.0,May,North_America
1122,PG_13,Comedy,2017,6.0,15000.0,10000000.0,62547032.0,115.0,April,North_America
1123,PG_13,Comedy,1988,5.7,994.0,12000000.0,3965604.0,105.0,October,North_America
1124,R,Action,2009,6.3,70000.0,40000000.0,61601280.0,99.0,November,Europe
1125,PG,Comedy,1998,7.4,26000.0,3000000.0,55257450.0,91.0,January,Europe
1126,R,Drama,1992,5.4,18000.0,3000000.0,1829804.0,93.0,May,North_America
1127,PG,Comedy,1986,6.0,10000.0,40000000.0,93151591.0,116.0,June,North_America
1128,PG_13,Action,2010,6.4,301000.0,110000000.0,293503354.0,100.0,July,North_America
1129,PG,Adventure,1995,5.9,3500.0,32000000.0,11047627.0,96.0,March,North_America
1130,PG_13,Comedy,2009,6.4,133000.0,18500000.0,32406507.0,100.0,October,North_America
1131,R,Action,2004,6.5,29000.0,19250000.0,8112712.0,106.0,March,Europe
1132,PG_13,Fantasy,2007,6.8,260000.0,25000000.0,132963417.0,104.0,June,North_America
1133,R,Action,2018,6.5,60000.0,25000000.0,53918723.0,101.0,September,Asia
1134,PG_13,Comedy,1997,8.6,642000.0,20000000.0,230098753.0,116.0,December,Europe
1135,R,Action,2001,7.0,64000.0,29000000.0,70752904.0,142.0,January,Europe
1136,PG_13,Animation,1992,4.9,22000.0,30000000.0,14110589.0,102.0,July,North_America
1137,R,Drama,1992,6.4,34000.0,16000000.0,48017402.0,107.0,August,North_America
1138,R,Comedy,1982,5.3,1200.0,6000000.0,6062898.0,93.0,April,North_America
1139,PG,Animation,2016,6.3,84000.0,73000000.0,352333929.0,97.0,May,Europe
1140,PG_13,Biography,2014,7.4,28000.0,20000000.0,3396345.0,110.0,November,Africa
1141,PG_13,Adventure,1992,6.5,29000.0,47000000.0,7191399.0,154.0,October,Europe
1142,R,Horror,2004,5.1,34000.0,80000000.0,78110021.0,114.0,August,North_America
1143,R,Comedy,1994,5.9,12000.0,25000000.0,6562513.0,118.0,October,North_America
1144,R,Action,1983,6.4,9300.0,14500000.0,30503151.0,105.0,December,North_America
1145,R,Action,1991,5.9,3900.0,4000000.0,11276846.0,114.0,May,North_America
1146,R,Action,2019,6.7,151000.0,42000000.0,122810399.0,99.0,October,North_America
1147,R,Drama,2012,7.4,27000.0,6000000.0,2711379.0,99.0,May,North_America
1148,PG_13,Comedy,2007,7.0,203000.0,30000000.0,156835339.0,126.0,December,North_America
1149,Not_Rated,Crime,2003,8.1,152000.0,2800000.0,1162593.0,132.0,May,Asia
1150,R,Comedy,2001,5.4,18000.0,11000000.0,23430766.0,95.0,March,North_America
1151,G,Comedy,1992,7.7,51000.0,12000000.0,32574382.0,85.0,December,North_America
1152,PG_13,Biography,2016,6.9,15000.0,14000000.0,14459330.0,111.0,February,Europe
1153,PG,Comedy,2005,6.3,11000.0,14000000.0,33589427.0,106.0,February,North_America
1154,R,Adventure,2003,5.7,52000.0,500000.0,54683487.0,79.0,August,North_America
1155,R,Drama,1993,7.6,81000.0,7000000.0,40185556.0,121.0,February,Oceania
1156,PG_13,Horror,2018,5.2,50000.0,3500000.0,95330710.0,100.0,April,North_America
1157,R,Comedy,2007,5.9,26000.0,10000000.0,22021262.0,84.0,February,North_America
1158,R,Comedy,1999,6.5,18000.0,15000000.0,4488529.0,112.0,November,North_America
1159,R,Biography,2013,5.6,85000.0,8000000.0,20045576.0,90.0,June,North_America
1160,R,Comedy,1996,6.8,27000.0,3000000.0,295493.0,102.0,September,North_America
1161,R,Crime,2002,6.6,21000.0,15000000.0,12150301.0,118.0,February,North_America
1162,R,Crime,2004,7.4,34000.0,3000000.0,12594630.0,101.0,August,South_America
1163,R,Drama,2003,5.5,90000.0,68000000.0,81240406.0,134.0,March,North_America
1164,R,Action,1997,6.1,29000.0,40000000.0,25804707.0,107.0,April,North_America
1165,R,Action,2013,6.2,118000.0,35000000.0,46922566.0,118.0,January,North_America
1166,PG,Animation,2001,6.3,33000.0,70000000.0,14026418.0,95.0,August,North_America
1167,R,Crime,2007,7.6,258000.0,19000000.0,34612443.0,114.0,October,North_America
1168,PG_13,Action,1999,6.3,110000.0,66000000.0,212404396.0,113.0,April,North_America
1169,R,Drama,2015,7.2,120000.0,11800000.0,40272135.0,118.0,January,Europe
1170,R,Comedy,2009,7.1,137000.0,7000000.0,31430334.0,106.0,November,Europe
1171,PG_13,Comedy,2000,5.5,10000.0,32000000.0,9902115.0,94.0,March,North_America
1172,R,Drama,2005,6.9,127000.0,50000000.0,93974620.0,128.0,December,North_America
1173,R,Crime,1996,6.3,16000.0,29000000.0,11526099.0,107.0,April,North_America
1174,G,Animation,1999,7.9,540000.0,90000000.0,497375381.0,92.0,November,North_America
1175,R,Fantasy,1997,5.8,21000.0,5000000.0,15738769.0,90.0,September,North_America
1176,R,Comedy,1994,7.1,22000.0,700000.0,382928.0,93.0,April,North_America
1177,PG,Comedy,1994,4.9,77000.0,46000000.0,341631208.0,91.0,May,North_America
1178,R,Drama,1994,7.9,15000.0,2800000.0,2313461.0,135.0,April,Asia
1179,PG,Comedy,1997,3.5,34000.0,25000000.0,29342592.0,93.0,January,Europe
1180,PG_13,Comedy,2014,5.8,20000.0,24000000.0,70181428.0,106.0,June,North_America
1181,PG_13,Comedy,2019,6.2,64000.0,9000000.0,64600152.0,100.0,February,North_America
1182,PG_13,Comedy,1993,7.0,17000.0,25000000.0,16589540.0,104.0,August,North_America
1183,PG_13,Action,2016,6.2,165000.0,75000000.0,220021259.0,121.0,October,North_America
1184,PG_13,Comedy,2003,5.6,6900.0,30000000.0,33972062.0,123.0,September,North_America
1185,R,Action,1999,4.2,28000.0,45000000.0,10667893.0,83.0,August,North_America
1186,R,Adventure,2009,7.6,534000.0,23600000.0,102392080.0,88.0,October,North_America
1187,R,Drama,1997,7.3,9100.0,6000000.0,14842388.0,109.0,November,North_America
1188,G,Biography,1999,8.0,84000.0,10000000.0,6416569.0,112.0,November,Europe
1189,PG,Action,1994,5.3,12000.0,45000000.0,30806194.0,123.0,June,North_America
1190,PG_13,Drama,2004,6.2,21000.0,23000000.0,19463185.0,141.0,September,North_America
1191,R,Drama,1994,7.5,301000.0,60000000.0,223664608.0,123.0,November,North_America
1192,PG_13,Action,1994,4.5,20000.0,26000000.0,12303080.0,99.0,January,Europe
1193,PG_13,Biography,2013,7.5,155000.0,35000000.0,117867984.0,125.0,December,North_America
1194,R,Horror,2016,6.1,46000.0,5000000.0,11084630.0,89.0,March,North_America
1195,PG_13,Comedy,2008,3.8,51000.0,62000000.0,40877556.0,87.0,June,Europe
1196,R,Comedy,2016,6.5,71000.0,35000000.0,211952420.0,123.0,September,North_America
1197,R,Action,2016,6.3,69000.0,20000000.0,23177948.0,115.0,February,North_America
1198,PG_13,Action,1986,6.1,8100.0,40000000.0,1641825.0,121.0,July,Europe
1199,R,Crime,2001,6.8,261000.0,87000000.0,351692268.0,131.0,February,North_America
1200,R,Action,2015,6.8,235000.0,49000000.0,102811889.0,120.0,March,Africa
1201,PG_13,Drama,1998,7.2,223000.0,90000000.0,142940100.0,178.0,November,North_America
1202,R,Crime,1990,6.5,18000.0,15000000.0,27734391.0,115.0,January,North_America
1203,Not_Rated,Crime,2012,7.2,40000.0,7395080.0,5277766.0,140.0,November,Asia
